SYB66_329_202310_Labour Force and Unemployment;;;;;
T17;Labour force participation and unemployment;;;;
784;United Arab Emirates;2010;Unemployment rate - Female;5.9;
784;United Arab Emirates;2015;Labour force participation - Total;80.6;
784;United Arab Emirates;2015;Unemployment rate - Total;1.8;
784;United Arab Emirates;2015;Labour force participation - Male;91.4;
784;United Arab Emirates;2015;Unemployment rate - Male;1.3;
784;United Arab Emirates;2015;Labour force participation - Female;49.4;
784;United Arab Emirates;2015;Unemployment rate - Female;4.5;
784;United Arab Emirates;2023;Labour force participation - Total;82.7;
784;United Arab Emirates;2023;Unemployment rate - Total;2.7;
784;United Arab Emirates;2023;Labour force participation - Male;92.8;
784;United Arab Emirates;2023;Unemployment rate - Male;1.9;
784;United Arab Emirates;2023;Labour force participation - Female;56.2;
784;United Arab Emirates;2023;Unemployment rate - Female;6.6;
826;United Kingdom;2005;Labour force participation - Total;62.3;
826;United Kingdom;2005;Unemployment rate - Total;4.8;
826;United Kingdom;2005;Labour force participation - Male;69.6;
826;United Kingdom;2005;Unemployment rate - Male;5.1;
826;United Kingdom;2005;Labour force participation - Female;55.4;
826;United Kingdom;2005;Unemployment rate - Female;4.3;
826;United Kingdom;2010;Labour force participation - Total;62.4;
826;United Kingdom;2010;Unemployment rate - Total;7.8;
826;United Kingdom;2010;Labour force participation - Male;69.0;
826;United Kingdom;2010;Unemployment rate - Male;8.6;
826;United Kingdom;2010;Labour force participation - Female;56.1;
826;United Kingdom;2010;Unemployment rate - Female;6.9;
826;United Kingdom;2015;Labour force participation - Total;62.7;
826;United Kingdom;2015;Unemployment rate - Total;5.3;
826;United Kingdom;2015;Labour force participation - Male;68.5;
826;United Kingdom;2015;Unemployment rate - Male;5.5;
826;United Kingdom;2015;Labour force participation - Female;57.2;
826;United Kingdom;2015;Unemployment rate - Female;5.1;
826;United Kingdom;2023;Labour force participation - Total;62.6;
826;United Kingdom;2023;Unemployment rate - Total;4.0;
826;United Kingdom;2023;Labour force participation - Male;66.6;
826;United Kingdom;2023;Unemployment rate - Male;4.2;
826;United Kingdom;2023;Labour force participation - Female;58.7;
826;United Kingdom;2023;Unemployment rate - Female;3.9;
834;United Rep. of Tanzania;2005;Labour force participation - Total;88.0;
834;United Rep. of Tanzania;2005;Unemployment rate - Total;3.2;
834;United Rep. of Tanzania;2005;Labour force participation - Male;89.4;
834;United Rep. of Tanzania;2005;Unemployment rate - Male;2.3;
834;United Rep. of Tanzania;2005;Labour force participation - Female;86.6;
834;United Rep. of Tanzania;2005;Unemployment rate - Female;4.1;
834;United Rep. of Tanzania;2010;Labour force participation - Total;86.3;
834;United Rep. of Tanzania;2010;Unemployment rate - Total;3.0;
834;United Rep. of Tanzania;2010;Labour force participation - Male;88.9;
834;United Rep. of Tanzania;2010;Unemployment rate - Male;2.4;
834;United Rep. of Tanzania;2010;Labour force participation - Female;83.9;
834;United Rep. of Tanzania;2010;Unemployment rate - Female;3.5;
834;United Rep. of Tanzania;2015;Labour force participation - Total;84.0;
834;United Rep. of Tanzania;2015;Unemployment rate - Total;2.1;
834;United Rep. of Tanzania;2015;Labour force participation - Male;88.1;
834;United Rep. of Tanzania;2015;Unemployment rate - Male;1.6;
834;United Rep. of Tanzania;2015;Labour force participation - Female;80.1;
834;United Rep. of Tanzania;2015;Unemployment rate - Female;2.7;
834;United Rep. of Tanzania;2023;Labour force participation - Total;82.9;
834;United Rep. of Tanzania;2023;Unemployment rate - Total;2.9;
834;United Rep. of Tanzania;2023;Labour force participation - Male;86.8;
834;United Rep. of Tanzania;2023;Unemployment rate - Male;2.1;
834;United Rep. of Tanzania;2023;Labour force participation - Female;79.3;
834;United Rep. of Tanzania;2023;Unemployment rate - Female;3.7;
840;United States of America;2005;Labour force participation - Total;64.8;
840;United States of America;2005;Unemployment rate - Total;5.1;
840;United States of America;2005;Labour force participation - Male;71.8;
840;United States of America;2005;Unemployment rate - Male;5.1;
840;United States of America;2005;Labour force participation - Female;58.2;
840;United States of America;2005;Unemployment rate - Female;5.1;
840;United States of America;2010;Labour force participation - Total;63.5;
840;United States of America;2010;Unemployment rate - Total;9.6;
840;United States of America;2010;Labour force participation - Male;69.7;
840;United States of America;2010;Unemployment rate - Male;10.5;
840;United States of America;2010;Labour force participation - Female;57.6;
840;United States of America;2010;Unemployment rate - Female;8.6;
840;United States of America;2015;Labour force participation - Total;62.1;
840;United States of America;2015;Unemployment rate - Total;5.3;
840;United States of America;2015;Labour force participation - Male;68.4;
840;United States of America;2015;Unemployment rate - Male;5.4;
840;United States of America;2015;Labour force participation - Female;56.0;
840;United States of America;2015;Unemployment rate - Female;5.2;
840;United States of America;2023;Labour force participation - Total;62.0;
840;United States of America;2023;Unemployment rate - Total;4.6;
840;United States of America;2023;Labour force participation - Male;67.6;
840;United States of America;2023;Unemployment rate - Male;4.7;
840;United States of America;2023;Labour force participation - Female;56.5;
840;United States of America;2023;Unemployment rate - Female;4.5;
850;United States Virgin Islands;2005;Labour force participation - Total;62.5;
850;United States Virgin Islands;2005;Unemployment rate - Total;10.8;
850;United States Virgin Islands;2005;Labour force participation - Male;68.1;
850;United States Virgin Islands;2005;Unemployment rate - Male;9.5;
850;United States Virgin Islands;2005;Labour force participation - Female;57.6;
850;United States Virgin Islands;2005;Unemployment rate - Female;12.1;
850;United States Virgin Islands;2010;Labour force participation - Total;60.9;
850;United States Virgin Islands;2010;Unemployment rate - Total;11.6;
850;United States Virgin Islands;2010;Labour force participation - Male;67.2;
850;United States Virgin Islands;2010;Unemployment rate - Male;10.7;
850;United States Virgin Islands;2010;Labour force participation - Female;55.4;
850;United States Virgin Islands;2010;Unemployment rate - Female;12.4;
850;United States Virgin Islands;2015;Labour force participation - Total;58.7;
850;United States Virgin Islands;2015;Unemployment rate - Total;12.3;
850;United States Virgin Islands;2015;Labour force participation - Male;69.4;
850;United States Virgin Islands;2015;Unemployment rate - Male;11.3;
850;United States Virgin Islands;2015;Labour force participation - Female;49.2;
850;United States Virgin Islands;2015;Unemployment rate - Female;13.4;
850;United States Virgin Islands;2023;Labour force participation - Total;52.4;
850;United States Virgin Islands;2023;Unemployment rate - Total;12.3;
850;United States Virgin Islands;2023;Labour force participation - Male;63.6;
850;United States Virgin Islands;2023;Unemployment rate - Male;11.3;
850;United States Virgin Islands;2023;Labour force participation - Female;43.0;
850;United States Virgin Islands;2023;Unemployment rate - Female;13.5;
858;Uruguay;2005;Labour force participation - Total;59.5;
858;Uruguay;2005;Unemployment rate - Total;12.0;
858;Uruguay;2005;Labour force participation - Male;70.2;
858;Uruguay;2005;Unemployment rate - Male;9.4;
858;Uruguay;2005;Labour force participation - Female;49.9;
858;Uruguay;2005;Unemployment rate - Female;15.3;
858;Uruguay;2010;Labour force participation - Total;64.3;
858;Uruguay;2010;Unemployment rate - Total;7.2;
858;Uruguay;2010;Labour force participation - Male;74.6;
858;Uruguay;2010;Unemployment rate - Male;5.3;
858;Uruguay;2010;Labour force participation - Female;54.9;
858;Uruguay;2010;Unemployment rate - Female;9.4;
858;Uruguay;2015;Labour force participation - Total;64.9;
858;Uruguay;2015;Unemployment rate - Total;7.5;
858;Uruguay;2015;Labour force participation - Male;74.4;
858;Uruguay;2015;Unemployment rate - Male;6.4;
858;Uruguay;2015;Labour force participation - Female;56.3;
858;Uruguay;2015;Unemployment rate - Female;8.8;
858;Uruguay;2023;Labour force participation - Total;63.7;
858;Uruguay;2023;Unemployment rate - Total;7.9;
858;Uruguay;2023;Labour force participation - Male;71.1;
858;Uruguay;2023;Unemployment rate - Male;6.5;
858;Uruguay;2023;Labour force participation - Female;56.9;
858;Uruguay;2023;Unemployment rate - Female;9.5;
860;Uzbekistan;2005;Labour force participation - Total;60.4;
860;Uzbekistan;2005;Unemployment rate - Total;7.1;
860;Uzbekistan;2005;Labour force participation - Male;74.4;
860;Uzbekistan;2005;Unemployment rate - Male;5.9;
860;Uzbekistan;2005;Labour force participation - Female;46.7;
860;Uzbekistan;2005;Unemployment rate - Female;8.9;
860;Uzbekistan;2010;Labour force participation - Total;58.1;
860;Uzbekistan;2010;Unemployment rate - Total;5.4;
860;Uzbekistan;2010;Labour force participation - Male;73.0;
860;Uzbekistan;2010;Unemployment rate - Male;4.7;
860;Uzbekistan;2010;Labour force participation - Female;43.5;
860;Uzbekistan;2010;Unemployment rate - Female;6.4;
860;Uzbekistan;2015;Labour force participation - Total;57.0;
860;Uzbekistan;2015;Unemployment rate - Total;5.2;
860;Uzbekistan;2015;Labour force participation - Male;72.9;
860;Uzbekistan;2015;Unemployment rate - Male;5.3;
860;Uzbekistan;2015;Labour force participation - Female;41.3;
860;Uzbekistan;2015;Unemployment rate - Female;4.9;
860;Uzbekistan;2023;Labour force participation - Total;56.2;
860;Uzbekistan;2023;Unemployment rate - Total;6.3;
860;Uzbekistan;2023;Labour force participation - Male;73.0;
860;Uzbekistan;2023;Unemployment rate - Male;5.8;
860;Uzbekistan;2023;Labour force participation - Female;39.8;
860;Uzbekistan;2023;Unemployment rate - Female;7.4;
548;Vanuatu;2005;Labour force participation - Total;69.6;
548;Vanuatu;2005;Unemployment rate - Total;1.7;
548;Vanuatu;2005;Labour force participation - Male;78.5;
548;Vanuatu;2005;Unemployment rate - Male;1.9;
548;Vanuatu;2005;Labour force participation - Female;60.8;
548;Vanuatu;2005;Unemployment rate - Female;1.5;
548;Vanuatu;2010;Labour force participation - Total;69.3;
548;Vanuatu;2010;Unemployment rate - Total;1.9;
548;Vanuatu;2010;Labour force participation - Male;78.3;
548;Vanuatu;2010;Unemployment rate - Male;2.1;
548;Vanuatu;2010;Labour force participation - Female;60.3;
548;Vanuatu;2010;Unemployment rate - Female;1.6;
548;Vanuatu;2015;Labour force participation - Total;69.5;
548;Vanuatu;2015;Unemployment rate - Total;1.9;
548;Vanuatu;2015;Labour force participation - Male;78.5;
548;Vanuatu;2015;Unemployment rate - Male;2.1;
548;Vanuatu;2015;Labour force participation - Female;60.7;
548;Vanuatu;2015;Unemployment rate - Female;1.6;
548;Vanuatu;2023;Labour force participation - Total;69.2;
548;Vanuatu;2023;Unemployment rate - Total;2.1;
548;Vanuatu;2023;Labour force participation - Male;78.0;
548;Vanuatu;2023;Unemployment rate - Male;2.2;
548;Vanuatu;2023;Labour force participation - Female;60.6;
548;Vanuatu;2023;Unemployment rate - Female;1.9;
862;Venezuela (Boliv. Rep. of);2005;Labour force participation - Total;64.3;
862;Venezuela (Boliv. Rep. of);2005;Unemployment rate - Total;10.7;
862;Venezuela (Boliv. Rep. of);2005;Labour force participation - Male;79.5;
862;Venezuela (Boliv. Rep. of);2005;Unemployment rate - Male;10.0;
862;Venezuela (Boliv. Rep. of);2005;Labour force participation - Female;49.4;
862;Venezuela (Boliv. Rep. of);2005;Unemployment rate - Female;11.6;
862;Venezuela (Boliv. Rep. of);2010;Labour force participation - Total;63.9;
862;Venezuela (Boliv. Rep. of);2010;Unemployment rate - Total;7.1;
862;Venezuela (Boliv. Rep. of);2010;Labour force participation - Male;78.5;
862;Venezuela (Boliv. Rep. of);2010;Unemployment rate - Male;7.2;
862;Venezuela (Boliv. Rep. of);2010;Labour force participation - Female;49.6;
862;Venezuela (Boliv. Rep. of);2010;Unemployment rate - Female;6.9;
862;Venezuela (Boliv. Rep. of);2015;Labour force participation - Total;61.7;
862;Venezuela (Boliv. Rep. of);2015;Unemployment rate - Total;6.1;
862;Venezuela (Boliv. Rep. of);2015;Labour force participation - Male;75.6;
862;Venezuela (Boliv. Rep. of);2015;Unemployment rate - Male;5.8;
862;Venezuela (Boliv. Rep. of);2015;Labour force participation - Female;48.3;
862;Venezuela (Boliv. Rep. of);2015;Unemployment rate - Female;6.5;
862;Venezuela (Boliv. Rep. of);2023;Labour force participation - Total;53.7;
862;Venezuela (Boliv. Rep. of);2023;Unemployment rate - Total;5.6;
862;Venezuela (Boliv. Rep. of);2023;Labour force participation - Male;66.8;
862;Venezuela (Boliv. Rep. of);2023;Unemployment rate - Male;5.0;
862;Venezuela (Boliv. Rep. of);2023;Labour force participation - Female;41.2;
862;Venezuela (Boliv. Rep. of);2023;Unemployment rate - Female;6.5;
704;Viet Nam;2005;Labour force participation - Total;72.4;
704;Viet Nam;2005;Unemployment rate - Total;2.1;
704;Viet Nam;2005;Labour force participation - Male;76.5;
704;Viet Nam;2005;Unemployment rate - Male;1.9;
704;Viet Nam;2005;Labour force participation - Female;68.6;
704;Viet Nam;2005;Unemployment rate - Female;2.3;
704;Viet Nam;2010;Labour force participation - Total;76.2;
704;Viet Nam;2010;Unemployment rate - Total;1.1;
704;Viet Nam;2010;Labour force participation - Male;81.1;
704;Viet Nam;2010;Unemployment rate - Male;1.1;
704;Viet Nam;2010;Labour force participation - Female;71.6;
704;Viet Nam;2010;Unemployment rate - Female;1.1;
704;Vietnam;2015;Labour force participation - Total;77.2;
704;Vietnam;2015;Unemployment rate - Total;1.9;
704;Vietnam;2015;Labour force participation - Male;82.2;
704;Vietnam;2015;Unemployment rate - Male;2.0;
704;Vietnam;2015;Labour force participation - Female;72.5;
704;Vietnam;2015;Unemployment rate - Female;1.7;
704;Vietnam;2023;Labour force participation - Total;73.6;
704;Vietnam;2023;Unemployment rate - Total;1.7;
704;Vietnam;2023;Labour force participation - Male;78.4;
704;Vietnam;2023;Unemployment rate - Male;2.0;
704;Vietnam;2023;Labour force participation - Female;69.1;
704;Vietnam;2023;Unemployment rate - Female;1.5;
732;Western Sahara;2005;Labour force participation - Total;54.1;
732;Western Sahara;2005;Unemployment rate - Total;7.0;
732;Western Sahara;2005;Labour force participation - Male;76.9;
732;Western Sahara;2005;Unemployment rate - Male;6.1;
732;Western Sahara;2005;Labour force participation - Female;26.2;
732;Western Sahara;2005;Unemployment rate - Female;10.4;
732;Western Sahara;2010;Labour force participation - Total;56.3;
732;Western Sahara;2010;Unemployment rate - Total;6.5;
732;Western Sahara;2010;Labour force participation - Male;78.5;
732;Western Sahara;2010;Unemployment rate - Male;5.2;
732;Western Sahara;2010;Labour force participation - Female;28.0;
732;Western Sahara;2010;Unemployment rate - Female;10.9;
732;Western Sahara;2015;Labour force participation - Total;57.5;
732;Western Sahara;2015;Unemployment rate - Total;7.1;
732;Western Sahara;2015;Labour force participation - Male;79.2;
732;Western Sahara;2015;Unemployment rate - Male;5.4;
